application_id,PR_amount,PR_bankruptcy_asset_amount,PR_bankruptcy_liabilities_amount,PR_created,PR_ecoa,PR_filing_date,PR_id,PR_status_date,PR_status,LN_open_date,excl_tag
fba59f15208e96978895775bbe324d01,92139,NA,NA,7/29/2017,1,11/1/2016,10501_v5,11/1/2016,30,7/29/2017,99
b27518b18a0d30818dd449a0b5126c6d,,,,,,,,,,,
